path	sentence	up_votes	down_votes
common_voice_ur_31951393.mp3	کیا ہمارے لیے اس سے بڑھ کر	1	0
common_voice_ur_31951399.mp3	نئےلیڈر نے سیاسی جماعت میں پھر سے جان ڈال دی	1	0
common_voice_ur_31951405.mp3	ظاہر ہے جس کس کو بھی نئی جماعت سے نقصان ہو	1	0
common_voice_ur_31951412.mp3	بلکہ ہماری اپنی بہتری اسی میں ہے۔	1	0
common_voice_ur_31951419.mp3	یہی سمجھ بیٹھے کہ	1	0
common_voice_ur_31951420.mp3	تو مسافر کی حیثیت سے۔	1	0
common_voice_ur_31951421.mp3	واقعے کی ویڈیو سوشل میڈیا پر وائرل ہو گئی	1	0
common_voice_ur_31951422.mp3	تو اس میں یقینا پیپلزپارٹی کا کردار سب سے اہم ہے۔	1	0
common_voice_ur_31951426.mp3	سامنے پھر وہ بے نقاب آئے	1	0
common_voice_ur_31951456.mp3	اللہ پاک آپ کے درجات بلند کرے ۔	1	0
common_voice_ur_31951481.mp3	تو میں نہیں جان سکا کہ جواب دینے میں کیا مانع ہے؟	1	0
common_voice_ur_31951483.mp3	کمی سربراہ حکومت کی صلاحیت کی ہے۔	1	0
common_voice_ur_31951484.mp3	پاکستان گوادر کے مقام پر ایک بڑا ایئرپورٹ اور بحری اڈہ تعمیر کرنے کا ارادہ رکھتا ہے۔	1	0
common_voice_ur_31951486.mp3	حامد میر کے خلاف لوگ سڑکوں پر آگۓ	1	0
common_voice_ur_31951487.mp3	اوربعض اوقات سالوں تک جاری رہ سکتا ہی۔	1	0
common_voice_ur_31951498.mp3	افراد کی جانب سے یہ مطالبہ کیا جا رہا ہے	1	0
common_voice_ur_31951505.mp3	قومی کرکٹ ٹیم سہ ملکی سیریز میں شرکت کے لیے زمبابوے پہنچ گئی	1	0
common_voice_ur_31951511.mp3	ایشین گیمز میں پاکستان نے چوتھا میڈل جیت لیا	1	0
common_voice_ur_31951514.mp3	ترقیاتی کاموں کے لیے بجٹ کی خطیر رقم مختص کی گئی ہے	1	0
common_voice_ur_31951516.mp3	اثر اور دونوں حسب مراتب ہیں۔	1	0
common_voice_ur_31951524.mp3	اس نسل کی ایک جوڑی کی بولان کے پہاڑیوں میں بھی موجودگی کی اطلاعات ہے	1	0
common_voice_ur_31951532.mp3	اس لئے اس عرصے میں پرسنل کمپیوٹر کا استعمال محدود پیمانے پر رہا	1	0
common_voice_ur_31951534.mp3	بے سبب مرگ ناگہاں کی طرح	1	0
common_voice_ur_31951535.mp3	میں بھی بے روزگار ہوں مجھے بھی کچھ ایسا کام ڈھونڈ دیں	1	0
common_voice_ur_31951541.mp3	کینیڈین انگریزی	1	0
common_voice_ur_31951542.mp3	معاشی مواقع پیدا ہوں۔	1	0
common_voice_ur_31951544.mp3	پاکستان کا ترانہ دنیا کے بہترین ترانوں میں سے ایک گنا جاتا ہے	1	0
common_voice_ur_31951546.mp3	وہ اپنے بچوں کے کچھ زیادہ ہی لاڈ دیکھتی	1	0
common_voice_ur_31951550.mp3	مسلم لیگ دسمبر میں ڈھاکہ میں وجود میں آئی	1	0
common_voice_ur_31951572.mp3	پاکستان کا اصل نظام حکومت یہی ہے۔	1	0
common_voice_ur_31951576.mp3	دبئی ئی سی سی کا عمراکمل کیخلاف تحقیقات جاری رکھنے کا فیصلہ	1	0
common_voice_ur_31951588.mp3	اسک معانی پر اور مفہوم پر کبھی غورک بھی نہیں	1	0
common_voice_ur_31951612.mp3	نوازشریف صاحب کی اصل طاقت یہی ہے۔	1	0
common_voice_ur_31951647.mp3	ایک طرف وہ بھارت کے ساتھ مذاکرات کی بات کرتی ہے۔	1	0
common_voice_ur_31951652.mp3	ہمارے ہاں انصاف اور جمہوریت کا حال۔	1	0
common_voice_ur_31951665.mp3	کھانا کھانے کے بعد ایک گروہ تھک چکا تھا	1	0
common_voice_ur_31951690.mp3	مہربان یہ فرض نبھاتے۔	1	0
common_voice_ur_31951697.mp3	ذخیرہ الفاظ رکھتا ہوں	1	0
common_voice_ur_31951700.mp3	کچھ عوام کی کوشش تھی۔	1	0
common_voice_ur_31951702.mp3	میرے اردگرد خاموشی ہے ۔	1	0
common_voice_ur_31951722.mp3	سیاسی منافقت کے خلاف ووٹ دیا ہے۔	1	0
common_voice_ur_31951726.mp3	تو آسمانوں پہ۔	1	0
common_voice_ur_31951730.mp3	چند موقع پرستوں کا معاملہ دوسرا ہے۔	1	0
common_voice_ur_31951735.mp3	مہربان یہ فرض نبھاتے۔	1	0
common_voice_ur_31951747.mp3	بھارت کے امیر تر	1	0
common_voice_ur_31951765.mp3	سکھائیں تم نے ہمیں کج ادائیاں کیا کیا	1	0
common_voice_ur_31951767.mp3	اکثر خراب مزاج میں ہوتا ہوں	1	0
common_voice_ur_31951768.mp3	انڈیا میں ٹک ٹاک	1	0
common_voice_ur_31951773.mp3	جتنا دوسال پہلے تھا۔	1	0
common_voice_ur_31951774.mp3	جی ڈی پی کا پانچ فیصد تعلیم کو دیا جائے	1	0
common_voice_ur_31951783.mp3	پاکستانی سیاست کا حال اور یہی ہے۔	1	0
common_voice_ur_31951791.mp3	یہ پہلے سے قائم مقدمے کے حق میں ایک نئی دلیل ہے۔	1	0
common_voice_ur_31951796.mp3	لیکن سوال پھر وہی۔	1	0
common_voice_ur_31951806.mp3	اسٹونین	1	0
common_voice_ur_31951818.mp3	تو آسمانوں پہ۔	1	0
common_voice_ur_31951819.mp3	ہم میں سے نہیں تھے؟	1	0
common_voice_ur_31951847.mp3	وہاں پہ کیا ہے؟	1	0
common_voice_ur_31951861.mp3	بزدلی کی انتہا خدا کا خوف کریں یہ ہمارے علاقے کی روٹین ھے	1	0
common_voice_ur_31951867.mp3	یہ کسی صورت ممکن نہیں ہے	1	0
common_voice_ur_31951870.mp3	سعودی فٹبال ٹیم کا وطن واپسی پر جوتوں اور پتھروں سے استقبال	1	0
common_voice_ur_31951895.mp3	انٹرنیشنل چیمپئن فٹبال کپ ٹوٹنہم نے روما کو گول سے شکست دے دی	1	0
common_voice_ur_31951912.mp3	اپنی پہچان کرنے کے بعد ہی آپ کو خالق کی پہچان ہوگی۔	1	0
common_voice_ur_31951913.mp3	پاکستان آئینی طور پر 'اسلامی جمہوریہ پاکستان‘ ہے۔	1	0
common_voice_ur_31951944.mp3	میں یہ جاننے کے لیے سیرت کی کوئی کتاب اٹھاتا ہوں۔	1	0
common_voice_ur_31951957.mp3	انگوئیلا	1	0
common_voice_ur_31951961.mp3	پاکستان ترقی خوشحالی کی راہ پر گامزن ہے خرم دستگیر	1	0
common_voice_ur_31951962.mp3	گھر میں باغبانی	1	0
common_voice_ur_31951970.mp3	افغانستان ایسا ملک ہے جہاں کوئی سمندر نہیں ہے	1	0
common_voice_ur_31951977.mp3	اسی سے طے ہوتا ہے کہ اپوزیشن کا کردار کیا ہو گا۔	1	0
common_voice_ur_31951979.mp3	اور آسانی سے شکار ہو جاتے ہیں ۔	1	0
common_voice_ur_31951981.mp3	وہ ہمارے سامنے ہے۔	1	0
common_voice_ur_31951983.mp3	جب ٹھیک ہو جائیں گے۔	1	0
common_voice_ur_31951986.mp3	جب کہ قرآن خوانی کی محافل بھی منعقد کی جائیں گی۔	1	0
common_voice_ur_31951988.mp3	میچز پہ مشتمل سیریز تھی	1	0
common_voice_ur_31951994.mp3	بار بار دیکھو کا ویڈیو پوسٹر ریلیز	1	0
common_voice_ur_31951995.mp3	کہاں یہ خاک کے تودے تلے دبا ہوا جسم	1	0
common_voice_ur_31952000.mp3	لیکن ایسا نہیں ہوا۔	1	0
common_voice_ur_31952014.mp3	لوگوں کا دیکھنے کا زاویہ اور ڈھنگ بدل رہا ہے۔	1	0
common_voice_ur_31952026.mp3	ٹی بیگ والی بھی کوئی چائے ہوتی ہے؟	1	0
common_voice_ur_31952040.mp3	دنیا کے غریبوں کو چاہیے کہ اپنی نفرت کو	1	0
common_voice_ur_31952045.mp3	آیوشمان نے فلموں	1	0
common_voice_ur_31952046.mp3	پشاورسے چترال تک کا سفر چودہ گھنٹوں میں طے ہوتا ہے ۔	1	0
common_voice_ur_31952061.mp3	قیام کہاں کرتے ہیں؟	1	0
common_voice_ur_31952071.mp3	اُسے پتہ بھی ہے کہ وہ جھوٹ بول رہا ہے	1	0
common_voice_ur_31952073.mp3	گرنے کی اجازت نہیں دی جاتی ہے	1	0
common_voice_ur_31952075.mp3	وہ ایسے ہی رہیں گے۔	1	0
common_voice_ur_31952077.mp3	پاکستان نے ون ڈے سیریز میں زمبابوے کو کلین سوئپ کردیا	1	0
common_voice_ur_31952083.mp3	آپ کا خطاب کس سے ہے	1	0
common_voice_ur_31952084.mp3	بے ساختگی سے فتح حاصل کرنے کی کوشش کرتی ہیں	1	0
common_voice_ur_31952118.mp3	کسی کو نہیں معلوم۔	1	0
common_voice_ur_31952128.mp3	اس میں کوئ شک نہیں کہ چھوٹو گینگ جیسے بدنام زمانہ گروپس کو سرکاری سرپرستی حاصل ہے	1	0
common_voice_ur_31952138.mp3	صحن گلشن میں کبھی اے شہ شمشاد قداں	1	0
common_voice_ur_31952177.mp3	آپ حیران ہوں۔	1	0
common_voice_ur_31952253.mp3	مقام فیضؔ کوئی راہ میں جچا ہی نہیں	1	0
common_voice_ur_31952278.mp3	آج موسم تھوڑا اچھا ہے	1	0
common_voice_ur_31952286.mp3	جس میں سب شام کو اکٹھے ہو جاتے ہیں	1	0
common_voice_ur_31952299.mp3	رنجش رکھتا ہوں	1	0
common_voice_ur_31952307.mp3	حضرت انس رضی اللہ عنہ سے روایت ہے	1	0
common_voice_ur_31952337.mp3	میں دنیا کی ساتویں ایٹمی طاقت اور دنیا کے پانچویں بڑے مُلک کا وزیراطلاعات ہوں	1	0
common_voice_ur_31952344.mp3	خوابوں کی دنیا۔	1	0
common_voice_ur_31952348.mp3	ورنہ عدم استحکام کے نئے دور کا آغاز ہو جائے گا۔	1	0
common_voice_ur_31952365.mp3	حکومت اوراہل سیاست کا بڑا انحصار ساکھ پر ہوتا ہے۔	1	0
common_voice_ur_31952379.mp3	تو قانون کا۔	1	0
common_voice_ur_31952388.mp3	میرے ایک جاننے والے مریض سخت بیمار تھے	1	0
common_voice_ur_31952391.mp3	میں مرنے والا ہوں اور میں مرنے والی ہوں	1	0
common_voice_ur_31952401.mp3	انتخابی نظام کے لتے لیتے ہیں	1	0
common_voice_ur_31952404.mp3	الیکشن ہونے والے تھے	1	0
common_voice_ur_31952428.mp3	نئی سوچ بھی درکار ہے۔	1	0
common_voice_ur_31952457.mp3	اس پر مستزاد ان کی لا علمی اور سطحی انداز نظر ہے۔	1	0
common_voice_ur_31952460.mp3	جرمنی	1	0
common_voice_ur_31952462.mp3	یہاں اس وقت کوئی اخلاقیات نہیں ہیں۔	1	0
common_voice_ur_31952469.mp3	فطر ت میں تیرنا کا شوق ہونا ہونا	1	0
common_voice_ur_31952476.mp3	پہلی شرط سوچ رکھنے کی صلاحیت ہے۔	1	0
common_voice_ur_31952485.mp3	تو ہماری ریاست بھی درست سمت میں آگے بڑھنے لگے گی۔	1	0
common_voice_ur_31952500.mp3	ویسٹرن آسٹریلیا ٹائم	1	0
common_voice_ur_31952513.mp3	مرے چارہ گر کو نوید ہو صف دشمناں کو خبر کرو	1	0
common_voice_ur_31952533.mp3	چیزوں کو ان کی رفتار سے چلتا رہنے دیتا ہوں	1	0
common_voice_ur_31952535.mp3	ورلڈ کپ فکسڈ نہی	1	0
common_voice_ur_31952545.mp3	یہ معلوم کرنا مشکل نہیں کہ کس ملک کا کتنا کچرا ھے	1	0
common_voice_ur_31952553.mp3	اس وقت کمپیوٹر کے سامنے بیٹھ کر ٹائپنگ کر رہا ہوں۔	1	0
common_voice_ur_31952575.mp3	جنہیں پاکستانی ٹیم کی شکستوں پر نہ تشویش ہے اور نہ شرمندگی ۔	1	0
common_voice_ur_31952609.mp3	نظریاتی کونسل جب کوئی بات کہتی ہے۔	1	0
common_voice_ur_31952650.mp3	کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا	1	0
common_voice_ur_31952657.mp3	باکسر عامر خان نے فل لوگریکو کو پہلےرانڈ میں ہی ناک کر دیا	1	0
common_voice_ur_31952659.mp3	ہوش سے کام لو	1	0
common_voice_ur_31952679.mp3	ایک غم ہو تو بات ہے۔	1	0
common_voice_ur_31952680.mp3	اب اتنے نہیں۔	1	0
common_voice_ur_31952682.mp3	وہ بہت شکی ہے	1	0
common_voice_ur_31952689.mp3	بس اچھے جج ہوں۔	1	0
common_voice_ur_31952691.mp3	تو کسی اور سوچ کی خاک فرصت ملے گی۔	1	0
common_voice_ur_31952697.mp3	سیرنیا ولیمز نے سنسناٹی ڈبلیو ٹی اے ویمنز ٹائٹل جیت لیا	1	0
common_voice_ur_31952713.mp3	کٹاکانا	1	0
common_voice_ur_31952732.mp3	رسم مذہبی ہو یا غیر مذہبی جب روایت میں ڈھلتی ہے۔	1	0
common_voice_ur_31952775.mp3	تو پھرکیا گزرے گی؟	1	0
common_voice_ur_31952803.mp3	اس کا نتیجہ یہ نکلا ہے	1	0
common_voice_ur_31952804.mp3	اخبارات میں یہ بات آئی ہے کہ سیکرٹری داخلہ نے	1	0
common_voice_ur_31952815.mp3	کہ انہیں کسی مناسب وقت کا انتظار ہو۔	1	0
common_voice_ur_31952831.mp3	چند جملوں میں کہہ دیا۔	1	0
common_voice_ur_31952836.mp3	پاکستان میں صوبائی اور قومی الیکشن	1	0
common_voice_ur_31952857.mp3	میں نے سکول اور اس کی تاریخ سے محبت کی	1	0
common_voice_ur_31952860.mp3	ممالک کی تاریخ کے بارے میں بتایا ہے	1	0
common_voice_ur_31952861.mp3	حکومت کرتے رہے ظاہر ہے	1	0
common_voice_ur_31952869.mp3	یہی معاملہ رشید احمد صدیقی کا ہے۔	1	0
common_voice_ur_31952891.mp3	اس سے بھی جمہوریت مضبوط ہو گی۔	1	0
common_voice_ur_31952896.mp3	جب دل چاھے گا	1	0
common_voice_ur_31952898.mp3	مٹھائیاں بانٹی گئیں۔	1	0
common_voice_ur_31952926.mp3	پنجابی میں بڑے بھائی کو بھی کہا جاتا ہے ۔	1	0
common_voice_ur_31952929.mp3	پاکستان میں دو قسم کے ہی ٹیکس ہیں۔	1	0
common_voice_ur_31952948.mp3	سونپا تھا جسے کام نگہبانئ دل کا	1	0
common_voice_ur_31952966.mp3	کہ وہ وزارت خارجہ اور وزارت خزانہ جیسی اہم	1	0
common_voice_ur_31952967.mp3	علمی مشاہدے ان کی حیاتیات میں پائے گئے	1	0
common_voice_ur_31952970.mp3	وہاں سے بھی وعدے وعید کیے گئے ہیں۔	1	0
common_voice_ur_31953017.mp3	کے سنگم پر واقع آئی جے پی روڈ	1	0
common_voice_ur_31953033.mp3	تاہم ونڈوز ، ایکس پی یا دیگر پرانے ورژن استعمال کرنے والے صارفین کو اسے خریدنا ہوگا	1	0
common_voice_ur_31953040.mp3	ہم آہ بھی کرتے ہیں تو ہو جاتے ہیں بدنام۔	1	0
common_voice_ur_31953051.mp3	دنیا بھر میں خواتین کا ڈونلڈ ٹرمپ کے خلاف مارچ	1	0
common_voice_ur_31953065.mp3	جس ادا سے یار تھے آشنا وہ مزاج باد صبا گیا	1	0
common_voice_ur_31953066.mp3	کیوں دادِ غم ہمیں نے طلب کی، بُرا کیا	1	0
common_voice_ur_31953133.mp3	کاریں بہت تھوڑی تھیں۔	1	0
common_voice_ur_31953136.mp3	پھر دیکھیے انداز گل افشانیٔ گفتار	1	0
common_voice_ur_31953149.mp3	وہ روحانیت جو ایک پراسرار دنیا ہے۔	1	0
common_voice_ur_31953157.mp3	ہوتا ہے نہاں گرد میں صحرا مرے ہوتے	1	0
common_voice_ur_31953168.mp3	آہستہ آہستہ۔	1	0
common_voice_ur_31953180.mp3	ان کا نکاح قائم ہے یا باطل ہو گیا ہے	1	0
common_voice_ur_31953202.mp3	لیکن پچھلے سال ریلیز ہونے والی	1	0
common_voice_ur_31953204.mp3	اس پہ کیا کہا جائے؟	1	0
common_voice_ur_31953229.mp3	ترقی صرف معاشی شعبے میں نہیں ہوتی۔	1	0
common_voice_ur_31953234.mp3	تو کبھی خیال نہیں آیا کہ ان کا تعلق کس فقہ سے ہے۔	1	0
common_voice_ur_31953235.mp3	رہنمائ کے لیے دوسروں کا انتظار کرتا ہوں	1	0
common_voice_ur_31953236.mp3	مقامی فلموں کی مسلسل کامیابی لازمی ہے۔	1	0
common_voice_ur_31953260.mp3	شاید اسی میں سے کچھ بہتری نکل آئے۔	1	0
common_voice_ur_31953267.mp3	ایسے ہی جیسے آپ نظر تو بڑے مصروف آتے ہیں	1	0
common_voice_ur_31953286.mp3	میں بطور پاکستانی عاصمہ جہانگیر کا احساس مند ہوں۔	1	0
common_voice_ur_31953319.mp3	پھر کیا ہوتا ہے۔	1	0
common_voice_ur_31953498.mp3	تو اس سے عدالت کی ساکھ پر کوئی اثر نہیں پڑے گا۔	1	0
common_voice_ur_31953505.mp3	طاہر القادری	1	0
common_voice_ur_31953514.mp3	اورہمارے ذہن کے پردے پر ایک تصویر ابھرتی جاتی ہے۔	1	0
common_voice_ur_31953520.mp3	روشنی آکر واپس نہیں جاسکتی	1	0
common_voice_ur_31953528.mp3	لمس جانانہ لیے مستیٔ پیمانہ لیے	1	0
common_voice_ur_31953536.mp3	یہ کیسی منطق ہے؟	1	0
common_voice_ur_31953566.mp3	میں اس معاملے کوایک اور زاویے سے بھی دیکھتا تھا۔	1	0
common_voice_ur_31953572.mp3	ایک وقت ایسا تھا۔	1	0
common_voice_ur_31953575.mp3	ان کا ہرگز نہ تھا۔	1	0
common_voice_ur_31953596.mp3	اس میں اچنبھے کی کوئی بات نہیں سوال جواز کا ہے۔	1	0
common_voice_ur_31953609.mp3	وہ بہت گپیں لگاتی ہے	1	0
common_voice_ur_31953635.mp3	سو پیکاں تھے پیوست گلو جب چھیڑی شوق کی لے ہم نے	1	0
common_voice_ur_31953663.mp3	ان سے قبل خلفائے راشدین اور حسن ابن علی خلیفہ رہے	1	0
common_voice_ur_31953667.mp3	یہ کیفیت دیوانگی تک لے جاتی ہے۔	1	0
common_voice_ur_31953686.mp3	اِک تیری دید چِھن گئی مجھ سے	1	0
common_voice_ur_31953702.mp3	روح کی غذا اللہ کا ذکر ہے۔	1	0
common_voice_ur_31953714.mp3	یاسر شاہ نے ایک ہی دن میں کئی ریکارڈز اپنے نام کر لیے	1	0
common_voice_ur_31953717.mp3	لیکن جب سوچتے ہیں۔	1	0
common_voice_ur_31953721.mp3	انہوں نے اضافہ کرنا کہ چھٹی کا سیزن میں کنسول پوری دنیا کا ممالک میں دستیاب ہونا گانا	1	0
common_voice_ur_31953723.mp3	ان سے اچھی غریبِ کی جھونپڑی ہے	1	0
common_voice_ur_31953736.mp3	شکل تک نہیں دیکھی تھی	1	0
common_voice_ur_31953764.mp3	پاؤں میں جوتی نہیں تو کوئی بات نہیں یہ جہاد ہے۔	1	0
common_voice_ur_31953801.mp3	تکیوں کا غلاف بدل دیجئے	1	0
common_voice_ur_31953826.mp3	کبھی نارمل نہیں ہونا۔	1	0
common_voice_ur_31953854.mp3	بڑی بھابھی، چھوٹی بھابھی کو نیچا دکھانا چاہتی ہے۔	1	0
common_voice_ur_31953856.mp3	آطف اسلم غصے میں	1	0
common_voice_ur_31953875.mp3	ملتان کے شائقین کرکٹ کو پاکستان اور ویسٹ انڈیز کے مابین میچ کا انتظار	1	0
common_voice_ur_31953879.mp3	اور کیا چاہیے؟	1	0
common_voice_ur_31953899.mp3	براہِ مہربانی میری مدد کیجیے	1	0
common_voice_ur_31953902.mp3	جب حالات بدلیں گے۔	1	0
common_voice_ur_31953903.mp3	اپنے متعلق بات کرنا نا پسند کرتا ہوں	1	0
common_voice_ur_31953920.mp3	چاند کا ٹکڑا ہو تم۔	1	0
common_voice_ur_31953958.mp3	ایشیا کپ پاکستان کو بنگلہ دیش سے بھی شکست فائنل سے باہر	1	0
common_voice_ur_31953961.mp3	انہوں نے فورا تھوک دیا ۔	1	0
common_voice_ur_31953979.mp3	فلمی اداکارہ مل کر الیکشن لڑنے کا اعلان کر دیں	1	0
common_voice_ur_31953980.mp3	بنیادی مسئلہ ہے۔	1	0
common_voice_ur_31953984.mp3	آج بھی انڈونیشیا ہو یا مشرق وسطی ایران	1	0
common_voice_ur_31953985.mp3	تو پنجاب پولیس میں بہتری آئے گی۔	1	0
common_voice_ur_31953998.mp3	مثال کے طور پر سعودی عرب کے ساتھ نئے معاہدے ہیں۔	1	0
common_voice_ur_31954019.mp3	ہم آہ بھی کرتے ہیں تو ہو جاتے ہیں بدنام	1	0
common_voice_ur_31954027.mp3	پھر اسکول میں بھیجنے سے پہلے مسجد قرآن پڑھنے کو بھیج دیا	1	0
common_voice_ur_31954054.mp3	لیکن اس سے قبل بہت کم	1	0
common_voice_ur_31954077.mp3	وہ صرف نظری ابہام پیدا کرتے ہیں۔	1	0
common_voice_ur_31954081.mp3	اداکارہ سمرن کیسی خوبصورتی ہے	1	0
common_voice_ur_31954089.mp3	تو انہوں نے اس کے مفہوم پر توجہ دی	1	0
common_voice_ur_31954099.mp3	آغاز کے بعد پاکستان کے اکثر	1	0
common_voice_ur_31954102.mp3	چھوٹی بچی نیند میں بڑبڑا رہی تھی	1	0
common_voice_ur_31954113.mp3	لوگ کہانی پر آخری منظر دیکھ کر تبصرہ کر رہے ہیں۔	1	0
common_voice_ur_31954129.mp3	گاہ جلتی ہوئی گاہ بجھتی ہوئی	1	0
common_voice_ur_31954132.mp3	ملک بدلنا ہے تو سکولوں کا نظام بدلو۔	1	0
common_voice_ur_31954140.mp3	نئی چیزیں آسانی سے اپنا لیتا ہوں	1	0
common_voice_ur_31954170.mp3	لیکن کیا تعلقات میں کشیدگی	1	0
common_voice_ur_31954171.mp3	اسی لئے انہیں گرمی والی شعاعیں بھی کہا جاسکتا ہے	1	0
common_voice_ur_31954231.mp3	جس دوست کا گھر ہےوہ بھی ساتھ تھا ۔	1	0
common_voice_ur_31954249.mp3	اگر تو تجربہ کامیاب رہا	1	0
common_voice_ur_31954250.mp3	اسلامی روایات سے محبت ہے	1	0
common_voice_ur_31954255.mp3	بہت دولت تھی۔	1	0
common_voice_ur_31954269.mp3	تو سب نے نیک خواہشات کے ساتھ ہمیں الوداع کیا ۔	1	0
common_voice_ur_31954317.mp3	آپ نئی ریاست کے برابر کے شہری ہیں۔	1	0
common_voice_ur_31954319.mp3	وہاں ایسا ہوتا ہے۔	1	0
common_voice_ur_31954342.mp3	جب ارے راہ کو پتہ چلا	1	0
common_voice_ur_31954365.mp3	تو ہجوم اس کے نعرے لگا رہا ہے۔	1	0
common_voice_ur_31954393.mp3	گہرے مشاہدے کے ذریعے بیان کیا ہے	1	0
common_voice_ur_31954399.mp3	بات اچانک یہاں تک نہیں پہنچی یہ برسوں کا سفر ہے۔	1	0
common_voice_ur_31954412.mp3	مجھے آج بہت سا کام کرنا ہے	1	0
common_voice_ur_31954413.mp3	گاڑیوں میں شہر میں سفر کو تبدیل کرنے کی صلاحیت ہے	1	0
common_voice_ur_31954417.mp3	مرضی سے زندگی گرز سکیں	1	0
common_voice_ur_31954419.mp3	آج اس کام میں میں زیادہ تعاون نہیں کر سکا	1	0
common_voice_ur_31954423.mp3	بھارت میں ورلڈ ٹی ٹوئنٹی کے انعقاد پر سوالات کھڑے ہوگئے	1	0
common_voice_ur_31954424.mp3	میں پھنس چکے ہیں جس کا احساس	1	0
common_voice_ur_31954430.mp3	اس کے ناولزیادہ ت کافی بورنگ ہوتے ہے	1	0
common_voice_ur_31954485.mp3	سب کے ماتھے پر شکنیں پڑ گئیں	1	0
common_voice_ur_31954493.mp3	مجھے پتا کرنا تھا کے کراچی کےلیے ٹرین کب روانہ ہو گی۔	1	0
common_voice_ur_31954508.mp3	گھر پے کوئی نہیں تھا۔	1	0
common_voice_ur_31954510.mp3	اس زمانے تک وعظ اور فتویٰ خلیفہ کی رائے پر موقوف تھا	1	0
common_voice_ur_31954540.mp3	آمین ۔	1	0
common_voice_ur_31954543.mp3	اگر وہ حقانی نیٹ ورک کے نکلتے ہیں۔	1	0
common_voice_ur_31954544.mp3	اس دن قرارداد پاکستان پیش کی	1	0
common_voice_ur_31954546.mp3	موٹو جی پی کوالیفائینگ رانڈ جیک ملر نے سب سے پہلے فنش لائن عبور کی	1	0
common_voice_ur_31954555.mp3	خوبصورت دھرتی ہے۔	1	0
common_voice_ur_31954556.mp3	ابھی کتاب آئی نہیں تو یہ حالت ہے۔	1	0
common_voice_ur_31954569.mp3	اس عمر میں کافی زمانہ دیکھ چکے ہیں۔	1	0
common_voice_ur_31954577.mp3	میں دو منٹ میں واپس آ جاؤں گا	1	0
common_voice_ur_31954640.mp3	ہر مرتبہ چومکھی لڑائی لڑنے والے کپتان کے لتے لیے جاتے ہیں ۔	1	0
common_voice_ur_31954644.mp3	لیکن اج اسے پولیس سے	1	0
common_voice_ur_31954667.mp3	بوندا باندی ہو یا بارش کا طوفان، دونوں کیفیت بدل دیتے ہیں۔	1	0
common_voice_ur_31954702.mp3	اب معاملہ کھل رہا ہے۔	1	0
common_voice_ur_31954707.mp3	ان جگہوں پر ہوا کے داخلے کا انتظام بھی	1	0
common_voice_ur_31954733.mp3	وہ اسے انسان کی تکریم سکھاتا ہے۔	1	0
common_voice_ur_31954735.mp3	جب کہ ٹیسٹ کرکٹ	1	0
common_voice_ur_31954794.mp3	وہی جمہوریت جس کی مذمت صبح و شام ہمارا وظیفہ ہے۔	1	0
common_voice_ur_31954795.mp3	اگر یہ بات طے ہے۔	1	0
common_voice_ur_31954819.mp3	فصل خراب ہونے سے سبزیوں کی قلت ہوگئی	1	0
common_voice_ur_31954822.mp3	نہ صرف بارڈر نرم ہوں۔	1	0
common_voice_ur_31954830.mp3	ہاں عورتیں مردوں ہی کی طرح ہیں	1	0
common_voice_ur_31954854.mp3	غریب اور لاچار زیادہ مارے جاتے ہیں۔	1	0
common_voice_ur_31954860.mp3	برقعہ پہن کے وہ ایسا کر سکتی ہیں؟	1	0
common_voice_ur_31954884.mp3	تھے کتنے اچھے لوگ کہ جن کو اپنے غم سے فرصت تھی	1	0
common_voice_ur_31954891.mp3	وہ جذبات کے اظہار کے لیے راستوں کا تعین کرتا ہے۔	1	0
common_voice_ur_31954901.mp3	یہ دکھوں کو اپنے راستے کی رکاوٹ نہیں بننے دے گی۔	1	0
common_voice_ur_31954957.mp3	اللہ پاک آپ کو صحت کے ساتھ خوشیاں عطا فرمائے آمین	1	0
common_voice_ur_31954961.mp3	جس کی دید و طلب وہم سمجھے تھے ہم رو بہ رو پھر سر رہ گزار آ گیا	1	0
common_voice_ur_31954997.mp3	سائنسی اسلوب میں زمانے کے ساتھ ساتھ ترقی ہوتی رہی ہے	1	0
common_voice_ur_31955061.mp3	کویت نے اسرائیل کے ساتھ تجارت پر سزاؤں کا اعلان کر دیا	1	0
common_voice_ur_31955063.mp3	برتن دھونے کے بعد	1	0
common_voice_ur_31955112.mp3	سفید رنگ کی جھاگ ملی ہوئی ہے	1	0
common_voice_ur_31955122.mp3	اس سے بڑی سزا بے وقوفی کی بنتی ہے۔	1	0
common_voice_ur_31955124.mp3	اسے ساری صورت حال کا ذمہ دار ٹھہرایا جا سکتا ہے۔	1	0
common_voice_ur_31955128.mp3	مسلمانوں کی تاریخ میں اس معاملے میں بہت تنوع ہے۔	1	0
common_voice_ur_31955159.mp3	ملک کے سب سے بڑے ریاست کی نگرانی میں چلنے والے ڈاکو ملک ریاض کا آپریشن کب ھوگا	1	0
common_voice_ur_31955160.mp3	یہ کائنات اللہ تعالی کے حسنِ تخلیق کا شاہکار ہے۔	1	0
common_voice_ur_31955163.mp3	ماہرین کی بقول گو کہ پلیٹ کی تقسیم کا یہ عمل کئی	1	0
